index,stock_id,year,file_path,mda_sentence,audit_sentence,mda_score,audit_score
002698/2018,2698,2018,clean1\深圳A股非ST公司\002698\博实股份：2018年年度报告.pdf.txt_total.md,56,13,0.533416679,0.062316294
002698/2012,2698,2012,clean1\深圳A股非ST公司\002698\哈尔滨博实自动化股份有限公司2012年年度报告.pdf.txt_total.md,46,12,0.305983057,-0.058991292
002698/2013,2698,2013,clean1\深圳A股非ST公司\002698\哈尔滨博实自动化股份有限公司2013年年度报告（更新后）.pdf.txt_total.md,33,12,0.273851368,-0.058832624
002698/2014,2698,2014,clean1\深圳A股非ST公司\002698\哈尔滨博实自动化股份有限公司2014年年度报告.pdf.txt_total.md,30,12,0.451662065,-0.058832624
002699/2012,2699,2012,clean1\深圳A股非ST公司\002699\美盛文化创意股份有限公司2012年年度报告.pdf.txt_total.md,26,11,0.456436915,-0.063573662
002699/2013,2699,2013,clean1\深圳A股非ST公司\002699\美盛文化创意股份有限公司2013年年度报告.pdf.txt_total.md,33,11,0.465604029,-0.063612775
002699/2014,2699,2014,clean1\深圳A股非ST公司\002699\美盛文化创意股份有限公司2014年年度报告.pdf.txt_total.md,60,11,0.447874258,-0.063612775
002699/2015,2699,2015,clean1\深圳A股非ST公司\002699\美盛文化：2015年年度报告（更新后）.pdf.txt_total.md,77,10,0.476295841,-0.070526121
002699/2016,2699,2016,clean1\深圳A股非ST公司\002699\美盛文化：2016年年度报告（更新后）.pdf.txt_total.md,58,10,0.381160697,-0.070526121
002699/2017,2699,2017,clean1\深圳A股非ST公司\002699\美盛文化：2017年年度报告.pdf.txt_total.md,64,10,0.423892152,0.075829268
002699/2018,2699,2018,clean1\深圳A股非ST公司\002699\美盛文化：2018年年度报告（更新后）.pdf.txt_total.md,50,11,0.371730378,-0.031287712
002700/2012,2700,2012,clean1\深圳A股非ST公司\002700\新疆浩源天然气股份有限公司2012年年度报告.pdf.txt_total.md,12,11,0.224772039,-0.063592723
002700/2013,2700,2013,clean1\深圳A股非ST公司\002700\新疆浩源天然气股份有限公司2013年年度报告.pdf.txt_total.md,37,11,0.292251876,-0.063641757
002700/2014,2700,2014,clean1\深圳A股非ST公司\002700\新疆浩源天然气股份有限公司2014年年度报告.pdf.txt_total.md,34,11,0.201132045,-0.063643757
002700/2015,2700,2015,clean1\深圳A股非ST公司\002700\新疆浩源：2015年年度报告.pdf.txt_total.md,46,11,0.087676529,-0.063612773
002700/2016,2700,2016,clean1\深圳A股非ST公司\002700\新疆浩源：2016年年度报告.pdf.txt_total.md,48,11,0.100394699,-0.063427545
002700/2017,2700,2017,clean1\深圳A股非ST公司\002700\新疆浩源：2017年年度报告.pdf.txt_total.md,49,12,0.12366097,0.038695862
002700/2018,2700,2018,clean1\深圳A股非ST公司\002700\新疆浩源：2018年年度报告.pdf.txt_total.md,63,11,0.075451767,0.073393399
002701/2012,2701,2012,clean1\深圳A股非ST公司\002701\奥瑞金包装股份有限公司2012年年度报告.pdf.txt_total.md,32,0,0.373077371,
002701/2013,2701,2013,clean1\深圳A股非ST公司\002701\奥瑞金包装股份有限公司2013年年度报告.pdf.txt_total.md,27,0,0.390286373,
002701/2014,2701,2014,clean1\深圳A股非ST公司\002701\奥瑞金包装股份有限公司2014年年度报告.pdf.txt_total.md,27,11,0.485732333,-0.064394348
002701/2016,2701,2016,clean1\深圳A股非ST公司\002701\奥瑞金：2016年年度报告.pdf.txt_total.md,39,12,0.321288355,-0.058908265
002701/2017,2701,2017,clean1\深圳A股非ST公司\002701\奥瑞金：2017年年度报告.pdf.txt_total.md,46,38,0.263978293,-0.00458458
002701/2018,2701,2018,clean1\深圳A股非ST公司\002701\奥瑞金：2018年年度报告.pdf.txt_total.md,57,50,0.290535589,0.004935478
002702/2013,2702,2013,clean1\深圳A股非ST公司\002702\海欣食品股份有限公司2013年年度报告（更新后）.pdf.txt_total.md,27,5,-0.005530898,-0.110679744
002702/2014,2702,2014,clean1\深圳A股非ST公司\002702\海欣食品股份有限公司2014年年度报告.pdf.txt_total.md,29,11,0.323941728,-0.063588141
002702/2015,2702,2015,clean1\深圳A股非ST公司\002702\海欣食品：2015年年度报告.pdf.txt_total.md,50,11,-0.037755118,-0.063588141
002702/2016,2702,2016,clean1\深圳A股非ST公司\002702\海欣食品：2016年年度报告.pdf.txt_total.md,58,11,0.482598601,-0.063588141
002702/2017,2702,2017,clean1\深圳A股非ST公司\002702\海欣食品：2017年年度报告.pdf.txt_total.md,38,11,0.360894261,0.07521838
002702/2018,2702,2018,clean1\深圳A股非ST公司\002702\海欣食品：2018年年度报告（更新后）.pdf.txt_total.md,23,12,0.429191732,0.062852798
002702/2012,2702,2012,clean1\深圳A股非ST公司\002702\福建腾新食品股份有限公司2012年年度报告（更新后）.pdf.txt_total.md,25,11,0.100339871,-0.063588155
002703/2012,2703,2012,clean1\深圳A股非ST公司\002703\浙江世宝股份有限公司2012年年度报告.pdf.txt_total.md,29,12,0.010217848,-0.058121528
002703/2013,2703,2013,clean1\深圳A股非ST公司\002703\浙江世宝股份有限公司2013年年度报告.pdf.txt_total.md,26,11,0.240489834,-0.063427446
002703/2014,2703,2014,clean1\深圳A股非ST公司\002703\浙江世宝股份有限公司2014年年度报告.pdf.txt_total.md,30,11,0.333203306,-0.063427446
002703/2016,2703,2016,clean1\深圳A股非ST公司\002703\浙江世宝：2016年年度报告.pdf.txt_total.md,490,46,0.029555542,-0.076347171
002703/2017,2703,2017,clean1\深圳A股非ST公司\002703\浙江世宝：2017年年度报告.pdf.txt_total.md,542,44,0.052838383,-0.010345267
002703/2018,2703,2018,clean1\深圳A股非ST公司\002703\浙江世宝：2018年年度报告.pdf.txt_total.md,622,49,0.02852519,-0.022631105
002705/2013,2705,2013,clean1\深圳A股非ST公司\002705\广东新宝电器股份有限公司2013年年度报告.pdf.txt_total.md,28,5,0.073857927,-0.113058914
002705/2014,2705,2014,clean1\深圳A股非ST公司\002705\广东新宝电器股份有限公司2014年年度报告.pdf.txt_total.md,52,7,0.136074232,-0.22241248
002705/2015,2705,2015,clean1\深圳A股非ST公司\002705\新宝股份：2015年年度报告.pdf.txt_total.md,99,5,0.19704725,-0.112601081
002705/2016,2705,2016,clean1\深圳A股非ST公司\002705\新宝股份：2016年年度报告.pdf.txt_total.md,136,5,0.002992837,-0.112601081
002705/2017,2705,2017,clean1\深圳A股非ST公司\002705\新宝股份：2017年年度报告.pdf.txt_total.md,106,4,0.118527523,0.24246058
002705/2018,2705,2018,clean1\深圳A股非ST公司\002705\新宝股份：2018年年度报告.pdf.txt_total.md,98,5,-0.028380872,0.194271264
002706/2013,2706,2013,clean1\深圳A股非ST公司\002706\上海良信电器股份有限公司2013年年度报告.pdf.txt_total.md,84,10,0.246204457,-0.154906173
002706/2014,2706,2014,clean1\深圳A股非ST公司\002706\上海良信电器股份有限公司2014年年度报告.pdf.txt_total.md,30,12,0.66607756,-0.058990914
002706/2015,2706,2015,clean1\深圳A股非ST公司\002706\良信电器：2015年年度报告.pdf.txt_total.md,22,6,0.794106927,-0.093629339
002706/2016,2706,2016,clean1\深圳A股非ST公司\002706\良信电器：2016年年度报告.pdf.txt_total.md,20,12,0.837476675,-0.088438923
002706/2017,2706,2017,clean1\深圳A股非ST公司\002706\良信电器：2017年年度报告.pdf.txt_total.md,18,10,0.811000585,0.076662422
002706/2018,2706,2018,clean1\深圳A股非ST公司\002706\良信电器：2018年年度报告.pdf.txt_total.md,18,11,0.749130373,0.070508835
002707/2015,2707,2015,clean1\深圳A股非ST公司\002707\众信旅游：2015年年度报告.pdf.txt_total.md,69,0,0.63274713,
002707/2016,2707,2016,clean1\深圳A股非ST公司\002707\众信旅游：2016年年度报告.pdf.txt_total.md,92,10,0.618730689,-0.170116875
002707/2017,2707,2017,clean1\深圳A股非ST公司\002707\众信旅游：2017年年度报告.pdf.txt_total.md,95,0,0.644426273,
002707/2018,2707,2018,clean1\深圳A股非ST公司\002707\众信旅游：2018年年度报告.pdf.txt_total.md,53,9,0.453678052,0.089662117
002707/2013,2707,2013,clean1\深圳A股非ST公司\002707\北京众信国际旅行社股份有限公司2013年年度报告.pdf.txt_total.md,35,11,0.350398772,-0.066551458
002707/2014,2707,2014,clean1\深圳A股非ST公司\002707\北京众信国际旅行社股份有限公司2014年年度报告.pdf.txt_total.md,41,0,0.506752984,
002708/2015,2708,2015,clean1\深圳A股非ST公司\002708\光洋股份：2015年年度报告.pdf.txt_total.md,17,11,-0.282543122,-0.063579647
002708/2016,2708,2016,clean1\深圳A股非ST公司\002708\光洋股份：2016年年度报告.pdf.txt_total.md,30,11,0.345172014,-0.063579647
002708/2017,2708,2017,clean1\深圳A股非ST公司\002708\光洋股份：2017年年度报告.pdf.txt_total.md,31,12,0.410364831,0.060785199
002708/2018,2708,2018,clean1\深圳A股非ST公司\002708\光洋股份：2018年年度报告.pdf.txt_total.md,37,12,0.22674058,0.041797511
002708/2013,2708,2013,clean1\深圳A股非ST公司\002708\常州光洋轴承股份有限公司2013年年度报告.pdf.txt_total.md,37,10,0.208671969,-0.169937408
002708/2014,2708,2014,clean1\深圳A股非ST公司\002708\常州光洋轴承股份有限公司2014年年度报告.pdf.txt_total.md,35,11,0.203196444,-0.063579647
002709/2015,2709,2015,clean1\深圳A股非ST公司\002709\天赐材料：2015年年度报告.pdf.txt_total.md,98,11,0.443136084,-0.063466729
002709/2016,2709,2016,clean1\深圳A股非ST公司\002709\天赐材料：2016年年度报告.pdf.txt_total.md,111,11,0.490698623,-0.063466729
002709/2017,2709,2017,clean1\深圳A股非ST公司\002709\天赐材料：2017年年度报告（更新后）.pdf.txt_total.md,115,12,0.392707765,-0.009443451
002709/2018,2709,2018,clean1\深圳A股非ST公司\002709\天赐材料：2018年年度报告.pdf.txt_total.md,109,12,0.435613762,-0.009792155
002709/2013,2709,2013,clean1\深圳A股非ST公司\002709\广州天赐高新材料股份有限公司2013年年度报告.pdf.txt_total.md,92,11,0.456914853,-0.063460994
002709/2014,2709,2014,clean1\深圳A股非ST公司\002709\广州天赐高新材料股份有限公司2014年年度报告.pdf.txt_total.md,75,11,0.451502557,-0.063466729
002711/2018,2711,2018,clean1\深圳A股非ST公司\002711\ST欧浦：2018年年度报告.pdf.txt_total.md,51,6,-0.420533601,-0.698280794
002711/2013,2711,2013,clean1\深圳A股非ST公司\002711\广东欧浦钢铁物流股份有限公司2013年年度报告.pdf.txt_total.md,59,0,0.38845718,
002711/2014,2711,2014,clean1\深圳A股非ST公司\002711\广东欧浦钢铁物流股份有限公司2014年年度报告.pdf.txt_total.md,79,0,0.355327642,
002711/2015,2711,2015,clean1\深圳A股非ST公司\002711\欧浦智网：2015年年度报告.pdf.txt_total.md,51,10,0.416689027,-0.154015971
002711/2016,2711,2016,clean1\深圳A股非ST公司\002711\欧浦智网：2016年年度报告.pdf.txt_total.md,52,12,0.492841229,-0.05824419
002711/2017,2711,2017,clean1\深圳A股非ST公司\002711\欧浦智网：2017年年度报告.pdf.txt_total.md,61,9,0.378950552,0.089864525
002712/2013,2712,2013,clean1\深圳A股非ST公司\002712\思美传媒股份有限公司2013年年度报告.pdf.txt_total.md,16,11,0.422224392,-0.063614395
002712/2014,2712,2014,clean1\深圳A股非ST公司\002712\思美传媒股份有限公司2014年年度报告.pdf.txt_total.md,15,11,0.56889994,-0.063614395
002712/2015,2712,2015,clean1\深圳A股非ST公司\002712\思美传媒：2015年年度报告.pdf.txt_total.md,17,11,0.374767223,-0.063614395
002712/2016,2712,2016,clean1\深圳A股非ST公司\002712\思美传媒：2016年年度报告.pdf.txt_total.md,17,11,0.518304955,-0.063619211
002712/2017,2712,2017,clean1\深圳A股非ST公司\002712\思美传媒：2017年年度报告.pdf.txt_total.md,22,10,0.619018846,0.004922805
002712/2018,2712,2018,clean1\深圳A股非ST公司\002712\思美传媒：2018年年度报告.pdf.txt_total.md,21,12,0.23273134,-0.042343721
002713/2013,2713,2013,clean1\深圳A股非ST公司\002713\东易日盛家居装饰集团股份有限公司2013年年度报告.pdf.txt_total.md,64,12,0.187051426,-0.058629628
002713/2014,2713,2014,clean1\深圳A股非ST公司\002713\东易日盛家居装饰集团股份有限公司2014年年度报告.pdf.txt_total.md,60,12,0.034713473,-0.05899059
002713/2015,2713,2015,clean1\深圳A股非ST公司\002713\东易日盛：2015年年度报告.pdf.txt_total.md,83,12,0.170949185,-0.058158585
002713/2016,2713,2016,clean1\深圳A股非ST公司\002713\东易日盛：2016年年度报告.pdf.txt_total.md,68,12,0.059143523,-0.058158585
002713/2017,2713,2017,clean1\深圳A股非ST公司\002713\东易日盛：2017年年度报告（更新后）.pdf.txt_total.md,61,11,0.525900987,0.073461727
002713/2018,2713,2018,clean1\深圳A股非ST公司\002713\东易日盛：2018年年度报告.pdf.txt_total.md,101,11,0.338414346,0.073461727
002714/2015,2714,2015,clean1\深圳A股非ST公司\002714\牧原股份：2015年年度报告.pdf.txt_total.md,82,10,-0.013446257,-0.169966987
002714/2016,2714,2016,clean1\深圳A股非ST公司\002714\牧原股份：2016年年度报告.pdf.txt_total.md,53,0,0.15679648,
002714/2017,2714,2017,clean1\深圳A股非ST公司\002714\牧原股份：2017年年度报告.pdf.txt_total.md,53,9,0.297737806,0.088739755
002714/2018,2714,2018,clean1\深圳A股非ST公司\002714\牧原股份：2018年年度报告.pdf.txt_total.md,64,0,0.168306277,
002714/2013,2714,2013,clean1\深圳A股非ST公司\002714\牧原食品股份有限公司2013年年度报告.pdf.txt_total.md,74,9,-0.06290747,-0.171211233
002714/2014,2714,2014,clean1\深圳A股非ST公司\002714\牧原食品股份有限公司2014年年度报告.pdf.txt_total.md,83,0,-0.139046006,
002716/2013,2716,2013,clean1\深圳A股非ST公司\002716\郴州市金贵银业股份有限公司2013年年度报告.pdf.txt_total.md,154,11,0.26467947,-0.063616256
002716/2014,2716,2014,clean1\深圳A股非ST公司\002716\郴州市金贵银业股份有限公司2014年年度报告.pdf.txt_total.md,104,11,0.302296318,-0.063616256
002716/2015,2716,2015,clean1\深圳A股非ST公司\002716\金贵银业：2015年年度报告.pdf.txt_total.md,54,11,0.34618,-0.063616256
002716/2016,2716,2016,clean1\深圳A股非ST公司\002716\金贵银业：2016年年度报告（更新后）.pdf.txt_total.md,53,11,0.404683745,-0.063616256
002716/2017,2716,2017,clean1\深圳A股非ST公司\002716\金贵银业：2017年年度报告.pdf.txt_total.md,43,11,0.312533902,-0.041207302
002716/2018,2716,2018,clean1\深圳A股非ST公司\002716\金贵银业：2018年年度报告（更新后）.pdf.txt_total.md,36,10,0.145479274,-0.292842164
002718/2015,2718,2015,clean1\深圳A股非ST公司\002718\友邦吊顶：2015年年度报告.pdf.txt_total.md,42,12,0.026513007,-0.058885348
002718/2016,2718,2016,clean1\深圳A股非ST公司\002718\友邦吊顶：2016年年度报告.pdf.txt_total.md,43,12,0.069438497,-0.058715555
002718/2017,2718,2017,clean1\深圳A股非ST公司\002718\友邦吊顶：2017年年度报告.pdf.txt_total.md,49,10,0.103548682,0.086485246
002718/2018,2718,2018,clean1\深圳A股非ST公司\002718\友邦吊顶：2018年年度报告.pdf.txt_total.md,41,10,0.070856701,0.085140743
002718/2013,2718,2013,clean1\深圳A股非ST公司\002718\浙江友邦集成吊顶股份有限公司2013年年度报告（更新后）.pdf.txt_total.md,45,12,0.054653524,-0.058993526
002718/2014,2718,2014,clean1\深圳A股非ST公司\002718\浙江友邦集成吊顶股份有限公司2014年年度报告.pdf.txt_total.md,33,12,-0.14352906,-0.058820967
002722/2013,2722,2013,clean1\深圳A股非ST公司\002722\金轮科创股份有限公司2013年年度报告.pdf.txt_total.md,27,12,-0.087787953,-0.058996409
002722/2014,2722,2014,clean1\深圳A股非ST公司\002722\金轮科创股份有限公司2014年年度报告.pdf.txt_total.md,29,12,0.124000901,-0.05899073
002722/2015,2722,2015,clean1\深圳A股非ST公司\002722\金轮股份：2015年年度报告.pdf.txt_total.md,38,12,0.229784579,-0.058990682
002722/2016,2722,2016,clean1\深圳A股非ST公司\002722\金轮股份：2016年年度报告.pdf.txt_total.md,36,12,0.27587108,-0.058990682
002722/2017,2722,2017,clean1\深圳A股非ST公司\002722\金轮股份：2017年年度报告.pdf.txt_total.md,67,13,0.338903073,0.069490414
002722/2018,2722,2018,clean1\深圳A股非ST公司\002722\金轮股份：2018年年度报告.pdf.txt_total.md,79,11,0.393511281,0.052235774
002723/2013,2723,2013,clean1\深圳A股非ST公司\002723\广东金莱特电器股份有限公司2013年年度报告.pdf.txt_total.md,57,11,0.599927691,-0.063590543
002723/2014,2723,2014,clean1\深圳A股非ST公司\002723\广东金莱特电器股份有限公司2014年年度报告.pdf.txt_total.md,32,11,0.733276574,-0.063590543
002723/2015,2723,2015,clean1\深圳A股非ST公司\002723\金莱特：2015年年度报告（更新后）.pdf.txt_total.md,40,11,0.527695473,-0.063592139
002723/2016,2723,2016,clean1\深圳A股非ST公司\002723\金莱特：2016年年度报告.pdf.txt_total.md,28,11,0.35757129,-0.063592139
002723/2017,2723,2017,clean1\深圳A股非ST公司\002723\金莱特：2017年年度报告（更新后）.pdf.txt_total.md,25,9,0.076554164,0.089881128
002723/2018,2723,2018,clean1\深圳A股非ST公司\002723\金莱特：2018年年度报告.pdf.txt_total.md,47,8,0.079510362,0.101104773
002725/2013,2725,2013,clean1\深圳A股非ST公司\002725\浙江跃岭股份有限公司2013年年度报告.pdf.txt_total.md,85,11,0.122161671,-0.063481428
002725/2014,2725,2014,clean1\深圳A股非ST公司\002725\浙江跃岭股份有限公司2014年年度报告.pdf.txt_total.md,71,11,0.106652024,-0.063481428
002725/2015,2725,2015,clean1\深圳A股非ST公司\002725\跃岭股份：2015年年度报告.pdf.txt_total.md,91,11,0.191118707,-0.063481428
002725/2016,2725,2016,clean1\深圳A股非ST公司\002725\跃岭股份：2016年年度报告.pdf.txt_total.md,59,11,0.239808944,-0.063481428
002725/2017,2725,2017,clean1\深圳A股非ST公司\002725\跃岭股份：2017年年度报告（更新后）.pdf.txt_total.md,55,13,0.300222451,0.063244677
002725/2018,2725,2018,clean1\深圳A股非ST公司\002725\跃岭股份：2018年年度报告.pdf.txt_total.md,50,14,-0.122498928,0.058786918
002866/2018,2866,2018,clean1\深圳A股非ST公司\002866\传艺科技：2018年年度报告.pdf.txt_total.md,38,11,0.307418503,0.131670678
002868/2018,2868,2018,clean1\深圳A股非ST公司\002868\绿康生化：2018年年度报告.pdf.txt_total.md,44,4,0.112584418,0.24246039
002910/2018,2910,2018,clean1\深圳A股非ST公司\002910\庄园牧场：2018年年度报告.pdf.txt_total.md,59,12,0.334508524,0.067835304
002928/2018,2928,2018,clean1\深圳A股非ST公司\002928\华夏航空：2018年年度报告.pdf.txt_total.md,117,14,0.130540274,0.056581674
002929/2018,2929,2018,clean1\深圳A股非ST公司\002929\润建通信：2018年年度报告.pdf.txt_total.md,44,7,0.377759155,0.115446512
002930/2018,2930,2018,clean1\深圳A股非ST公司\002930\宏川智慧：2018年年度报告.pdf.txt_total.md,50,13,-0.030256997,0.06487243
002931/2018,2931,2018,clean1\深圳A股非ST公司\002931\锋龙股份：2018年年度报告.pdf.txt_total.md,104,12,-0.15917296,0.066949125
002932/2018,2932,2018,clean1\深圳A股非ST公司\002932\明德生物：2018年年度报告.pdf.txt_total.md,97,10,0.406902594,0.080734084
002933/2018,2933,2018,clean1\深圳A股非ST公司\002933\新兴装备：2018年年度报告.pdf.txt_total.md,93,12,0.213632056,-0.030860237
002935/2018,2935,2018,clean1\深圳A股非ST公司\002935\天奥电子：2018年年度报告.pdf.txt_total.md,37,8,0.511154336,0.101110393
002938/2018,2938,2018,clean1\深圳A股非ST公司\002938\鹏鼎控股：2018年年度报告.pdf.txt_total.md,71,43,0.355133873,-0.034497915
002940/2018,2940,2018,clean1\深圳A股非ST公司\002940\昂利康：2018年年度报告.pdf.txt_total.md,45,11,0.156072455,0.087639365
002942/2018,2942,2018,clean1\深圳A股非ST公司\002942\新农股份：2018年年度报告.pdf.txt_total.md,57,11,0.208281106,0.059927542
002943/2018,2943,2018,clean1\深圳A股非ST公司\002943\宇晶股份：2018年年度报告.pdf.txt_total.md,51,11,0.465542518,0.088532975
300001/2015,300001,2015,clean1\深圳A股非ST公司\300001\特锐德：2015年年度报告.pdf.txt_total.md,104,11,0.402628458,-0.063529524
300001/2016,300001,2016,clean1\深圳A股非ST公司\300001\特锐德：2016年年度报告.pdf.txt_total.md,86,11,0.472256148,-0.063529524
300001/2017,300001,2017,clean1\深圳A股非ST公司\300001\特锐德：2017年年度报告.pdf.txt_total.md,115,12,0.476587697,0.057935263
300001/2018,300001,2018,clean1\深圳A股非ST公司\300001\特锐德：2018年年度报告.pdf.txt_total.md,78,12,0.578749506,0.052013434
300001/2012,300001,2012,clean1\深圳A股非ST公司\300001\青岛特锐德电气股份有限公司2012年年度报告.pdf.txt_total.md,87,11,0.386404508,-0.063657828
300001/2013,300001,2013,clean1\深圳A股非ST公司\300001\青岛特锐德电气股份有限公司2013年年度报告.pdf.txt_total.md,84,11,0.551404783,-0.063529524
300002/2011,300002,2011,clean1\深圳A股非ST公司\300002\北京神州泰岳软件股份有限公司2011年年度报告.pdf.txt_total.md,557,12,0.065852986,-0.05899277
300002/2012,300002,2012,clean1\深圳A股非ST公司\300002\北京神州泰岳软件股份有限公司2012年年度报告.pdf.txt_total.md,151,0,0.369693697,
300002/2013,300002,2013,clean1\深圳A股非ST公司\300002\北京神州泰岳软件股份有限公司2013年年度报告.pdf.txt_total.md,105,0,0.384770517,
300002/2014,300002,2014,clean1\深圳A股非ST公司\300002\北京神州泰岳软件股份有限公司2014年年度报告.pdf.txt_total.md,117,0,0.39391826,
300002/2015,300002,2015,clean1\深圳A股非ST公司\300002\神州泰岳：2015年年度报告.pdf.txt_total.md,70,0,0.38839328,
300002/2016,300002,2016,clean1\深圳A股非ST公司\300002\神州泰岳：2016年年度报告（更新后）.pdf.txt_total.md,134,0,0.364511949,
300002/2017,300002,2017,clean1\深圳A股非ST公司\300002\神州泰岳：2017年年度报告.pdf.txt_total.md,209,0,0.345140883,
300002/2018,300002,2018,clean1\深圳A股非ST公司\300002\神州泰岳：2018年年度报告.pdf.txt_total.md,131,0,0.377821462,
300004/2012,300004,2012,clean1\深圳A股非ST公司\300004\南方风机股份有限公司2012年年度报告.pdf.txt_total.md,45,11,0.400273475,-0.063592554
300004/2013,300004,2013,clean1\深圳A股非ST公司\300004\南方风机股份有限公司2013年年度报告.pdf.txt_total.md,60,11,0.324305079,-0.06359256
300004/2014,300004,2014,clean1\深圳A股非ST公司\300004\南方风机股份有限公司2014年年度报告.pdf.txt_total.md,71,11,0.464650703,-0.063592552
300004/2015,300004,2015,clean1\深圳A股非ST公司\300004\南风股份：2015年年度报告.pdf.txt_total.md,73,11,0.374321851,-0.063592552
300004/2016,300004,2016,clean1\深圳A股非ST公司\300004\南风股份：2016年年度报告.pdf.txt_total.md,66,11,0.367943199,-0.063596441
300004/2018,300004,2018,clean1\深圳A股非ST公司\300004\南风股份：2018年年度报告.pdf.txt_total.md,66,8,0.058688387,-0.510275541
300005/2012,300005,2012,clean1\深圳A股非ST公司\300005\北京探路者户外用品股份有限公司2012年年度报告.pdf.txt_total.md,95,11,0.445467664,-0.063823183
300005/2013,300005,2013,clean1\深圳A股非ST公司\300005\北京探路者户外用品股份有限公司2013年年度报告.pdf.txt_total.md,85,10,0.43322756,-0.170598783
300005/2014,300005,2014,clean1\深圳A股非ST公司\300005\北京探路者户外用品股份有限公司2014年年度报告.pdf.txt_total.md,115,12,0.438608405,-0.059726838
300005/2015,300005,2015,clean1\深圳A股非ST公司\300005\探路者：2015年年度报告.pdf.txt_total.md,85,12,0.406085241,-0.058832086
300005/2016,300005,2016,clean1\深圳A股非ST公司\300005\探路者：2016年年度报告.pdf.txt_total.md,109,11,0.360867089,-0.063477535
300005/2017,300005,2017,clean1\深圳A股非ST公司\300005\探路者：2017年年度报告.pdf.txt_total.md,67,14,0.450344783,0.061364269
300005/2018,300005,2018,clean1\深圳A股非ST公司\300005\探路者：2018年年度报告.pdf.txt_total.md,72,12,0.375960895,0.08174811
300006/2015,300006,2015,clean1\深圳A股非ST公司\300006\莱美药业：2015年年度报告.pdf.txt_total.md,86,9,0.292373775,-0.171219031
300006/2016,300006,2016,clean1\深圳A股非ST公司\300006\莱美药业：2016年年度报告.pdf.txt_total.md,86,10,0.296650957,-0.169973995
300006/2017,300006,2017,clean1\深圳A股非ST公司\300006\莱美药业：2017年年度报告.pdf.txt_total.md,72,17,0.37710509,0.004238827
300006/2018,300006,2018,clean1\深圳A股非ST公司\300006\莱美药业：2018年年度报告.pdf.txt_total.md,90,15,0.501962926,-0.005090481
300006/2012,300006,2012,clean1\深圳A股非ST公司\300006\重庆莱美药业股份有限公司2012年年度报告.pdf.txt_total.md,86,11,0.384504066,-0.063519425
300006/2013,300006,2013,clean1\深圳A股非ST公司\300006\重庆莱美药业股份有限公司2013年年度报告.pdf.txt_total.md,97,11,0.378286891,-0.063519425
300006/2014,300006,2014,clean1\深圳A股非ST公司\300006\重庆莱美药业股份有限公司2014年年度报告.pdf.txt_total.md,103,11,0.295303418,-0.063519425
300007/2015,300007,2015,clean1\深圳A股非ST公司\300007\汉威电子：2015年年度报告（更新后）.pdf.txt_total.md,72,10,0.55619806,-0.169965316
300007/2016,300007,2016,clean1\深圳A股非ST公司\300007\汉威电子：2016年年度报告.pdf.txt_total.md,99,10,0.595147174,-0.16994696
300007/2018,300007,2018,clean1\深圳A股非ST公司\300007\汉威科技：2018年年度报告.pdf.txt_total.md,140,8,0.678508555,0.101104772
300007/2012,300007,2012,clean1\深圳A股非ST公司\300007\河南汉威电子股份有限公司2012年年度报告.pdf.txt_total.md,126,10,0.345976592,-0.169948627
300007/2013,300007,2013,clean1\深圳A股非ST公司\300007\河南汉威电子股份有限公司2013年年度报告.pdf.txt_total.md,98,10,0.289998687,-0.16994696
300007/2014,300007,2014,clean1\深圳A股非ST公司\300007\河南汉威电子股份有限公司2014年年度报告.pdf.txt_total.md,80,10,0.431149094,-0.16994696
300008/2012,300008,2012,clean1\深圳A股非ST公司\300008\上海佳豪船舶工程设计股份有限公司2012年年度报告.pdf.txt_total.md,60,11,0.133988798,-0.155074897
300008/2013,300008,2013,clean1\深圳A股非ST公司\300008\上海佳豪船舶工程设计股份有限公司2013年年度报告.pdf.txt_total.md,48,12,-0.045131362,-0.0588223
300008/2014,300008,2014,clean1\深圳A股非ST公司\300008\上海佳豪船舶工程设计股份有限公司2014年年度报告.pdf.txt_total.md,58,4,0.110985655,-0.133546759
300008/2015,300008,2015,clean1\深圳A股非ST公司\300008\上海佳豪：2015年年度报告.pdf.txt_total.md,51,3,-0.115764773,-0.003081506
300008/2016,300008,2016,clean1\深圳A股非ST公司\300008\天海防务：2016年年度报告.pdf.txt_total.md,48,11,0.344925815,-0.063410416
300008/2017,300008,2017,clean1\深圳A股非ST公司\300008\天海防务：2017年年度报告（更新后）.pdf.txt_total.md,54,11,0.293934675,0.067191906
300008/2018,300008,2018,clean1\深圳A股非ST公司\300008\天海防务：2018年年度报告.pdf.txt_total.md,74,15,0.048201818,-0.213295573
300009/2013,300009,2013,clean1\深圳A股非ST公司\300009\安徽安科生物工程(集团)股份有限公司2013年年度报告.pdf.txt_total.md,93,11,0.323495143,-0.063483439
300009/2014,300009,2014,clean1\深圳A股非ST公司\300009\安徽安科生物工程(集团)股份有限公司2014年年度报告.pdf.txt_total.md,114,11,0.296641491,-0.063483439
300009/2011,300009,2011,clean1\深圳A股非ST公司\300009\安徽安科生物工程（集团）股份有限公司2011年年度报告.pdf.txt_total.md,838,11,0.108904342,-0.063483439
300009/2012,300009,2012,clean1\深圳A股非ST公司\300009\安徽安科生物工程（集团）股份有限公司2012年年度报告.pdf.txt_total.md,105,11,0.369445032,-0.063483439
